"","states","total_confirmed","new_confirmed","total_recoveries","new_recoveries","total_death","new_death","week","day","month"
"2242","Rivers",2475,22,2300,27,59,0,2020-10-02,"Friday","October"
"2243","Kaduna",2426,0,2334,0,39,0,2020-10-02,"Friday","October"
"2244","Ogun",1867,9,1732,0,28,0,2020-10-02,"Friday","October"
"2245","Delta",1802,0,1737,0,49,0,2020-10-02,"Friday","October"
"2246","Kano",1738,0,1668,0,54,0,2020-10-02,"Friday","October"
"2247","Ondo",1631,0,1545,0,36,0,2020-10-02,"Friday","October"
"2248","Enugu",1289,0,1166,0,21,0,2020-10-02,"Friday","October"
"2249","Ebonyi",1042,0,1008,0,30,0,2020-10-02,"Friday","October"
"2250","Kwara",1041,5,982,27,25,0,2020-10-02,"Friday","October"
"2251","Abia",897,2,872,0,8,0,2020-10-02,"Friday","October"
"2252","Gombe",883,0,747,0,25,0,2020-10-02,"Friday","October"
"2253","Katsina",864,0,835,0,24,0,2020-10-02,"Friday","October"
"2254","Osun",847,5,797,7,17,0,2020-10-02,"Friday","October"
"2255","Borno",745,0,705,0,36,0,2020-10-02,"Friday","October"
"2256","Bauchi",699,0,677,9,14,0,2020-10-02,"Friday","October"
"2257","Imo",573,1,535,0,12,0,2020-10-02,"Friday","October"
"2258","Benue",481,0,413,0,10,0,2020-10-02,"Friday","October"
"2259","Nasarawa",452,0,325,0,13,0,2020-10-02,"Friday","October"
"2260","Bayelsa",401,2,373,0,21,0,2020-10-02,"Friday","October"
"2261","Jigawa",325,0,308,0,11,0,2020-10-02,"Friday","October"
"2262","Ekiti",321,0,303,0,6,0,2020-10-02,"Friday","October"
"2263","Akwa Ibom",293,0,278,0,8,0,2020-10-02,"Friday","October"
"2264","Niger",259,0,232,0,12,0,2020-10-02,"Friday","October"
"2265","Adamawa",248,0,208,0,17,0,2020-10-02,"Friday","October"
"2266","Anambra",237,0,213,0,19,0,2020-10-02,"Friday","October"
"2267","Sokoto",162,0,144,0,17,0,2020-10-02,"Friday","October"
"2268","Taraba",105,3,89,0,6,0,2020-10-02,"Friday","October"
"2269","Kebbi",93,0,84,0,8,0,2020-10-02,"Friday","October"
"2270","Cross River",87,0,74,0,9,0,2020-10-02,"Friday","October"
"2271","Zamfara",79,1,73,0,5,0,2020-10-02,"Friday","October"
"2272","Yobe",76,0,62,0,8,0,2020-10-02,"Friday","October"
"2273","Kogi",5,0,3,0,2,0,2020-10-02,"Friday","October"
"2274","Lagos",19310,71,15246,0,204,0,2020-09-28,"Monday","September"
"2275","FCT",5677,3,4965,3,78,0,2020-09-28,"Monday","September"
"2276","Plateau",3400,12,2572,29,33,0,2020-09-28,"Monday","September"
"2277","Oyo",3260,6,2336,0,40,1,2020-09-28,"Monday","September"
"2278","Edo",2625,1,2495,0,107,0,2020-09-28,"Monday","September"
"2279","Kaduna",2402,5,2313,20,39,1,2020-09-28,"Monday","September"
"2280","Rivers",2370,23,2229,17,59,0,2020-09-28,"Monday","September"
"2281","Ogun",1836,0,1727,0,28,0,2020-09-28,"Monday","September"
"2282","Delta",1802,0,1652,0,49,0,2020-09-28,"Monday","September"
"2283","Kano",1737,0,1661,0,54,0,2020-09-28,"Monday","September"
"2284","Ondo",1631,0,1545,0,36,0,2020-09-28,"Monday","September"
"2285","Enugu",1289,0,1166,0,21,0,2020-09-28,"Monday","September"
"2286","Ebonyi",1040,0,1007,0,30,0,2020-09-28,"Monday","September"
"2287","Kwara",1034,2,955,0,25,0,2020-09-28,"Monday","September"
"2288","Abia",894,3,872,25,8,0,2020-09-28,"Monday","September"
"2289","Gombe",864,0,742,0,25,0,2020-09-28,"Monday","September"
"2290","Katsina",859,2,835,2,24,0,2020-09-28,"Monday","September"
"2291","Osun",827,0,788,0,17,0,2020-09-28,"Monday","September"
"2292","Borno",742,1,705,2,36,0,2020-09-28,"Monday","September"
"2293","Bauchi",699,1,668,0,14,0,2020-09-28,"Monday","September"
"2294","Imo",568,0,271,0,12,0,2020-09-28,"Monday","September"
"2295","Benue",481,0,413,0,10,0,2020-09-28,"Monday","September"
"2296","Nasarawa",449,0,325,0,13,0,2020-09-28,"Monday","September"
"2297","Bayelsa",398,0,372,1,21,0,2020-09-28,"Monday","September"
"2298","Jigawa",325,0,308,0,11,0,2020-09-28,"Monday","September"
"2299","Ekiti",321,0,297,0,6,0,2020-09-28,"Monday","September"
"2300","Akwa Ibom",288,0,274,2,8,0,2020-09-28,"Monday","September"
"2301","Niger",259,0,232,0,12,0,2020-09-28,"Monday","September"
"2302","Adamawa",240,6,198,0,17,1,2020-09-28,"Monday","September"
"2303","Anambra",237,0,213,0,19,0,2020-09-28,"Monday","September"
"2304","Sokoto",162,0,144,0,17,0,2020-09-28,"Monday","September"
"2305","Taraba",95,0,73,0,6,0,2020-09-28,"Monday","September"
"2306","Kebbi",93,0,84,0,8,0,2020-09-28,"Monday","September"
"2307","Cross River",87,0,74,0,9,0,2020-09-28,"Monday","September"
"2308","Zamfara",78,0,73,0,5,0,2020-09-28,"Monday","September"
"2309","Yobe",76,0,62,0,8,0,2020-09-28,"Monday","September"
"2310","Kogi",5,0,3,0,2,0,2020-09-28,"Monday","September"
"2311","Lagos",19239,24,15246,0,204,0,2020-09-27,"Sunday","September"
"2312","FCT",5674,30,4962,4,78,0,2020-09-27,"Sunday","September"
"2313","Plateau",3388,9,2543,31,33,0,2020-09-27,"Sunday","September"
"2314","Oyo",3254,0,2336,0,39,0,2020-09-27,"Sunday","September"
"2315","Edo",2624,1,2495,9,107,0,2020-09-27,"Sunday","September"
"2316","Kaduna",2397,4,2293,0,38,1,2020-09-27,"Sunday","September"
"2317","Rivers",2347,23,2212,6,59,0,2020-09-27,"Sunday","September"
"2318","Ogun",1836,13,1727,3,28,0,2020-09-27,"Sunday","September"
"2319","Delta",1802,0,1652,0,49,0,2020-09-27,"Sunday","September"
"2320","Kano",1737,0,1661,0,54,0,2020-09-27,"Sunday","September"
"2321","Ondo",1631,6,1545,0,36,1,2020-09-27,"Sunday","September"
"2322","Enugu",1289,0,1166,0,21,0,2020-09-27,"Sunday","September"
"2323","Ebonyi",1040,0,1007,0,30,0,2020-09-27,"Sunday","September"
"2324","Kwara",1032,4,955,0,25,0,2020-09-27,"Sunday","September"
"2325","Abia",891,0,847,0,8,0,2020-09-27,"Sunday","September"
"2326","Gombe",864,0,742,0,25,0,2020-09-27,"Sunday","September"
"2327","Katsina",857,9,833,10,24,0,2020-09-27,"Sunday","September"
"2328","Osun",827,0,788,4,17,0,2020-09-27,"Sunday","September"
"2329","Borno",741,0,703,0,36,0,2020-09-27,"Sunday","September"
"2330","Bauchi",698,1,668,0,14,0,2020-09-27,"Sunday","September"
"2331","Imo",568,2,271,0,12,0,2020-09-27,"Sunday","September"
"2332","Benue",481,0,413,0,10,0,2020-09-27,"Sunday","September"
"2333","Nasarawa",449,0,325,0,13,0,2020-09-27,"Sunday","September"
"2334","Bayelsa",398,0,371,0,21,0,2020-09-27,"Sunday","September"
"2335","Jigawa",325,0,308,0,11,0,2020-09-27,"Sunday","September"
"2336","Ekiti",321,0,297,2,6,0,2020-09-27,"Sunday","September"
"2337","Akwa Ibom",288,0,272,0,8,0,2020-09-27,"Sunday","September"
"2338","Niger",259,0,232,0,12,0,2020-09-27,"Sunday","September"
"2339","Anambra",237,0,213,0,19,0,2020-09-27,"Sunday","September"
"2340","Adamawa",234,0,198,0,16,0,2020-09-27,"Sunday","September"
"2341","Sokoto",162,0,144,0,17,0,2020-09-27,"Sunday","September"
"2342","Taraba",95,0,73,0,6,0,2020-09-27,"Sunday","September"
"2343","Kebbi",93,0,84,0,8,0,2020-09-27,"Sunday","September"
"2344","Cross River",87,0,74,0,9,0,2020-09-27,"Sunday","September"
"2345","Zamfara",78,0,73,0,5,0,2020-09-27,"Sunday","September"
"2346","Yobe",76,0,62,3,8,0,2020-09-27,"Sunday","September"
"2347","Kogi",5,0,3,0,2,0,2020-09-27,"Sunday","September"
"2348","Lagos",19123,37,15246,0,204,0,2020-09-24,"Thursday","September"
"2349","FCT",5615,17,4935,3,78,0,2020-09-24,"Thursday","September"
"2350","Plateau",3322,18,2494,46,31,0,2020-09-24,"Thursday","September"
"2351","Oyo",3239,3,2259,0,39,0,2020-09-24,"Thursday","September"
"2352","Edo",2617,1,2486,0,107,0,2020-09-24,"Thursday","September"
"2353","Kaduna",2384,7,2264,9,34,0,2020-09-24,"Thursday","September"
"2354","Rivers",2287,10,2189,17,59,0,2020-09-24,"Thursday","September"
"2355","Delta",1800,0,1650,0,49,0,2020-09-24,"Thursday","September"
"2356","Ogun",1789,15,1721,0,28,0,2020-09-24,"Thursday","September"
"2357","Kano",1734,0,1661,5,54,0,2020-09-24,"Thursday","September"
"2358","Ondo",1608,2,1545,0,35,0,2020-09-24,"Thursday","September"
"2359","Enugu",1285,0,1166,0,21,0,2020-09-24,"Thursday","September"
"2360","Ebonyi",1038,0,1007,0,30,0,2020-09-24,"Thursday","September"
"2361","Kwara",1028,0,925,0,25,0,2020-09-24,"Thursday","September"
"2362","Abia",881,0,847,0,8,0,2020-09-24,"Thursday","September"
"2363","Gombe",857,0,742,0,25,0,2020-09-24,"Thursday","September"
"2364","Katsina",848,0,457,0,24,0,2020-09-24,"Thursday","September"
"2365","Osun",818,0,783,0,17,0,2020-09-24,"Thursday","September"
"2366","Borno",741,0,703,0,36,0,2020-09-24,"Thursday","September"
"2367","Bauchi",692,0,664,0,14,0,2020-09-24,"Thursday","September"
"2368","Imo",566,1,217,0,12,0,2020-09-24,"Thursday","September"
"2369","Benue",480,7,413,0,10,0,2020-09-24,"Thursday","September"
"2370","Nasarawa",449,0,325,0,13,0,2020-09-24,"Thursday","September"
"2371","Bayelsa",397,0,371,1,22,0,2020-09-24,"Thursday","September"
"2372","Jigawa",322,0,308,0,11,0,2020-09-24,"Thursday","September"
"2373","Ekiti",317,0,295,1,6,0,2020-09-24,"Thursday","September"
"2374","Akwa Ibom",288,0,272,0,8,0,2020-09-24,"Thursday","September"
"2375","Niger",259,0,232,0,12,0,2020-09-24,"Thursday","September"
"2376","Anambra",237,5,213,29,19,0,2020-09-24,"Thursday","September"
"2377","Adamawa",234,0,198,0,16,0,2020-09-24,"Thursday","September"
"2378","Sokoto",161,0,144,2,17,0,2020-09-24,"Thursday","September"
"2379","Taraba",95,0,73,0,6,0,2020-09-24,"Thursday","September"
"2380","Kebbi",93,0,84,0,8,0,2020-09-24,"Thursday","September"
"2381","Cross River",87,2,74,0,9,0,2020-09-24,"Thursday","September"
"2382","Zamfara",78,0,73,0,5,0,2020-09-24,"Thursday","September"
"2383","Yobe",75,0,59,0,8,0,2020-09-24,"Thursday","September"
"2384","Kogi",5,0,3,0,2,0,2020-09-24,"Thursday","September"
"2385","Lagos",19055,73,15246,0,204,0,2020-09-22,"Tuesday","September"
"2386","FCT",5583,17,4927,6,77,0,2020-09-22,"Tuesday","September"
"2387","Plateau",3304,50,2448,44,31,0,2020-09-22,"Tuesday","September"
"2388","Oyo",3233,2,2259,57,39,0,2020-09-22,"Tuesday","September"
"2389","Edo",2615,3,2430,3,107,0,2020-09-22,"Tuesday","September"
"2390","Kaduna",2359,3,2248,21,34,0,2020-09-22,"Tuesday","September"
"2391","Rivers",2263,8,2157,11,59,0,2020-09-22,"Tuesday","September"
"2392","Delta",1800,1,1650,12,49,0,2020-09-22,"Tuesday","September"
"2393","Ogun",1772,5,1721,2,28,0,2020-09-22,"Tuesday","September"
"2394","Kano",1734,0,1656,0,54,0,2020-09-22,"Tuesday","September"
"2395","Ondo",1606,6,1515,0,35,0,2020-09-22,"Tuesday","September"
"2396","Enugu",1285,0,1166,0,21,0,2020-09-22,"Tuesday","September"
"2397","Ebonyi",1038,0,1007,0,30,0,2020-09-22,"Tuesday","September"
"2398","Kwara",1025,0,925,0,25,0,2020-09-22,"Tuesday","September"
"2399","Abia",881,0,847,0,8,0,2020-09-22,"Tuesday","September"
"2400","Katsina",848,0,457,0,24,0,2020-09-22,"Tuesday","September"
"2401","Gombe",839,0,710,0,25,0,2020-09-22,"Tuesday","September"
"2402","Osun",817,0,783,0,17,0,2020-09-22,"Tuesday","September"
"2403","Borno",741,0,703,0,36,0,2020-09-22,"Tuesday","September"
"2404","Bauchi",692,1,664,6,14,0,2020-09-22,"Tuesday","September"
"2405","Imo",562,0,217,0,12,0,2020-09-22,"Tuesday","September"
"2406","Benue",473,0,413,0,10,0,2020-09-22,"Tuesday","September"
"2407","Nasarawa",449,1,325,0,13,0,2020-09-22,"Tuesday","September"
"2408","Bayelsa",395,1,370,0,21,0,2020-09-22,"Tuesday","September"
"2409","Jigawa",322,0,308,0,11,0,2020-09-22,"Tuesday","September"
"2410","Ekiti",317,0,294,0,6,0,2020-09-22,"Tuesday","September"
"2411","Akwa Ibom",288,0,268,0,8,0,2020-09-22,"Tuesday","September"
"2412","Niger",259,5,232,0,12,0,2020-09-22,"Tuesday","September"
"2413","Adamawa",234,0,198,0,16,0,2020-09-22,"Tuesday","September"
"2414","Anambra",232,0,184,0,19,0,2020-09-22,"Tuesday","September"
"2415","Sokoto",161,0,142,0,17,0,2020-09-22,"Tuesday","September"
"2416","Taraba",95,0,73,0,6,0,2020-09-22,"Tuesday","September"
"2417","Kebbi",93,0,84,0,8,0,2020-09-22,"Tuesday","September"
"2418","Cross River",85,0,74,0,9,0,2020-09-22,"Tuesday","September"
"2419","Zamfara",78,0,73,0,5,0,2020-09-22,"Tuesday","September"
"2420","Yobe",75,0,59,0,8,0,2020-09-22,"Tuesday","September"
"2421","Kogi",5,0,3,0,2,0,2020-09-22,"Tuesday","September"
"2422","Lagos",18982,39,15246,1,204,0,2020-09-21,"Monday","September"
"2423","FCT",5566,15,4921,0,77,0,2020-09-21,"Monday","September"
"2424","Plateau",3254,23,2404,54,31,0,2020-09-21,"Monday","September"
"2425","Oyo",3231,0,2202,0,39,0,2020-09-21,"Monday","September"
"2426","Edo",2612,1,2427,0,107,2,2020-09-21,"Monday","September"
"2427","Kaduna",2356,8,2227,10,34,0,2020-09-21,"Monday","September"
"2428","Rivers",2255,12,2146,2,59,0,2020-09-21,"Monday","September"
"2429","Delta",1799,0,1638,0,49,0,2020-09-21,"Monday","September"
"2430","Ogun",1767,1,1719,0,28,0,2020-09-21,"Monday","September"
"2431","Kano",1734,0,1656,1,54,0,2020-09-21,"Monday","September"
"2432","Ondo",1600,3,1515,0,35,0,2020-09-21,"Monday","September"
"2433","Enugu",1285,51,1166,0,21,0,2020-09-21,"Monday","September"
"2434","Ebonyi",1038,0,1007,0,30,0,2020-09-21,"Monday","September"
"2435","Kwara",1025,0,925,0,25,0,2020-09-21,"Monday","September"
"2436","Abia",881,0,847,0,8,0,2020-09-21,"Monday","September"
"2437","Katsina",848,0,457,0,24,0,2020-09-21,"Monday","September"
"2438","Gombe",839,40,710,30,25,0,2020-09-21,"Monday","September"
"2439","Osun",817,0,783,7,17,0,2020-09-21,"Monday","September"
"2440","Borno",741,0,703,0,36,0,2020-09-21,"Monday","September"
"2441","Bauchi",691,2,658,0,14,0,2020-09-21,"Monday","September"
"2442","Imo",562,0,217,0,12,0,2020-09-21,"Monday","September"
"2443","Benue",473,0,413,0,10,0,2020-09-21,"Monday","September"
"2444","Nasarawa",448,0,325,0,13,0,2020-09-21,"Monday","September"
"2445","Bayelsa",394,0,370,0,21,0,2020-09-21,"Monday","September"
"2446","Jigawa",322,0,308,0,11,0,2020-09-21,"Monday","September"
"2447","Ekiti",317,0,294,0,6,0,2020-09-21,"Monday","September"
"2448","Akwa Ibom",288,0,268,0,8,0,2020-09-21,"Monday","September"
"2449","Niger",254,0,232,0,12,0,2020-09-21,"Monday","September"
"2450","Adamawa",234,0,198,0,16,0,2020-09-21,"Monday","September"
"2451","Anambra",232,0,184,0,19,0,2020-09-21,"Monday","September"
"2452","Sokoto",161,0,142,0,17,0,2020-09-21,"Monday","September"
"2453","Taraba",95,0,73,0,6,0,2020-09-21,"Monday","September"
"2454","Kebbi",93,0,84,0,8,0,2020-09-21,"Monday","September"
"2455","Cross River",85,0,74,0,9,0,2020-09-21,"Monday","September"
"2456","Zamfara",78,0,73,0,5,0,2020-09-21,"Monday","September"
"2457","Yobe",75,0,59,0,8,0,2020-09-21,"Monday","September"
"2458","Kogi",5,0,3,0,2,0,2020-09-21,"Monday","September"
"2459","Lagos",18768,45,15245,0,204,0,2020-09-17,"Thursday","September"
"2460","FCT",5504,16,4902,10,77,2,2020-09-17,"Thursday","September"
"2461","Oyo",3226,3,2102,0,39,0,2020-09-17,"Thursday","September"
"2462","Plateau",3175,17,2222,64,31,0,2020-09-17,"Thursday","September"
"2463","Edo",2610,0,2427,0,105,0,2020-09-17,"Thursday","September"
"2464","Kaduna",2322,17,2191,9,33,0,2020-09-17,"Thursday","September"
"2465","Rivers",2209,1,2120,0,59,0,2020-09-17,"Thursday","September"
"2466","Delta",1799,6,1638,0,49,0,2020-09-17,"Thursday","September"
"2467","Ogun",1755,0,1718,13,28,0,2020-09-17,"Thursday","September"
"2468","Kano",1733,0,1653,0,54,0,2020-09-17,"Thursday","September"
"2469","Ondo",1590,0,1490,0,35,0,2020-09-17,"Thursday","September"
"2470","Enugu",1234,2,1166,78,21,0,2020-09-17,"Thursday","September"
"2471","Ebonyi",1035,1,1004,7,30,0,2020-09-17,"Thursday","September"
"2472","Kwara",1009,5,902,0,25,0,2020-09-17,"Thursday","September"
"2473","Katsina",845,1,457,0,24,0,2020-09-17,"Thursday","September"
"2474","Abia",835,0,792,0,8,0,2020-09-17,"Thursday","September"
"2475","Osun",807,2,771,0,17,0,2020-09-17,"Thursday","September"
"2476","Gombe",779,0,679,0,25,0,2020-09-17,"Thursday","September"
"2477","Borno",741,0,703,0,36,0,2020-09-17,"Thursday","September"
"2478","Bauchi",682,1,658,2,14,0,2020-09-17,"Thursday","September"
"2479","Imo",551,0,216,0,12,0,2020-09-17,"Thursday","September"
"2480","Benue",467,0,401,0,9,0,2020-09-17,"Thursday","September"
"2481","Nasarawa",447,0,298,0,12,0,2020-09-17,"Thursday","September"
"2482","Bayelsa",393,0,370,0,21,0,2020-09-17,"Thursday","September"
"2483","Jigawa",322,0,308,0,11,0,2020-09-17,"Thursday","September"
"2484","Ekiti",307,2,275,8,5,0,2020-09-17,"Thursday","September"
"2485","Akwa Ibom",288,2,264,13,8,0,2020-09-17,"Thursday","September"
"2486","Niger",250,6,232,16,12,0,2020-09-17,"Thursday","September"
"2487","Anambra",232,0,184,0,19,0,2020-09-17,"Thursday","September"
"2488","Adamawa",230,0,196,0,15,0,2020-09-17,"Thursday","September"
"2489","Sokoto",161,2,142,0,17,0,2020-09-17,"Thursday","September"
"2490","Taraba",95,0,73,0,6,0,2020-09-17,"Thursday","September"
"2491","Kebbi",93,0,84,0,8,0,2020-09-17,"Thursday","September"
"2492","Cross River",85,2,74,0,9,0,2020-09-17,"Thursday","September"
"2493","Zamfara",78,0,73,0,5,0,2020-09-17,"Thursday","September"
"2494","Yobe",73,0,59,0,8,0,2020-09-17,"Thursday","September"
"2495","Kogi",5,0,3,0,2,0,2020-09-17,"Thursday","September"
"2496","Lagos",18696,33,15245,0,204,1,2020-09-15,"Tuesday","September"
"2497","FCT",5451,4,1684,0,75,0,2020-09-15,"Tuesday","September"
"2498","Oyo",3221,0,2102,0,39,0,2020-09-15,"Tuesday","September"
"2499","Plateau",3142,27,2088,47,31,0,2020-09-15,"Tuesday","September"
"2500","Edo",2610,0,2427,7,103,3,2020-09-15,"Tuesday","September"
"2501","Kaduna",2296,17,2182,21,33,0,2020-09-15,"Tuesday","September"
"2502","Rivers",2208,0,2118,0,59,0,2020-09-15,"Tuesday","September"
"2503","Delta",1791,0,1629,0,49,0,2020-09-15,"Tuesday","September"
"2504","Ogun",1754,6,1697,17,28,0,2020-09-15,"Tuesday","September"
"2505","Kano",1732,0,1626,0,54,0,2020-09-15,"Tuesday","September"
"2506","Ondo",1584,0,1490,0,35,0,2020-09-15,"Tuesday","September"
"2507","Enugu",1232,0,1088,0,21,0,2020-09-15,"Tuesday","September"
"2508","Ebonyi",1034,0,997,0,30,0,2020-09-15,"Tuesday","September"
"2509","Kwara",1002,0,794,0,25,0,2020-09-15,"Tuesday","September"
"2510","Katsina",843,0,457,0,24,0,2020-09-15,"Tuesday","September"
"2511","Abia",828,0,792,0,8,0,2020-09-15,"Tuesday","September"
"2512","Osun",805,0,763,0,17,0,2020-09-15,"Tuesday","September"
"2513","Gombe",773,0,677,0,24,0,2020-09-15,"Tuesday","September"
"2514","Borno",741,0,703,0,36,0,2020-09-15,"Tuesday","September"
"2515","Bauchi",680,0,656,0,14,0,2020-09-15,"Tuesday","September"
"2516","Imo",546,0,216,0,12,0,2020-09-15,"Tuesday","September"
"2517","Benue",467,0,401,0,9,0,2020-09-15,"Tuesday","September"
"2518","Nasarawa",447,1,298,0,12,0,2020-09-15,"Tuesday","September"
"2519","Bayelsa",393,0,370,0,21,0,2020-09-15,"Tuesday","September"
"2520","Jigawa",322,0,308,0,11,0,2020-09-15,"Tuesday","September"
"2521","Ekiti",303,1,267,0,5,0,2020-09-15,"Tuesday","September"
"2522","Akwa Ibom",286,0,251,0,8,0,2020-09-15,"Tuesday","September"
"2523","Niger",244,0,216,0,12,0,2020-09-15,"Tuesday","September"
"2524","Anambra",232,1,184,0,19,0,2020-09-15,"Tuesday","September"
"2525","Adamawa",230,0,196,0,15,0,2020-09-15,"Tuesday","September"
"2526","Sokoto",159,0,142,0,17,0,2020-09-15,"Tuesday","September"
"2527","Taraba",95,0,73,0,6,0,2020-09-15,"Tuesday","September"
"2528","Kebbi",93,0,84,0,8,0,2020-09-15,"Tuesday","September"
"2529","Cross River",83,0,74,1,9,1,2020-09-15,"Tuesday","September"
"2530","Zamfara",78,0,73,0,5,0,2020-09-15,"Tuesday","September"
"2531","Yobe",72,0,59,0,8,0,2020-09-15,"Tuesday","September"
"2532","Kogi",5,0,3,0,2,0,2020-09-15,"Tuesday","September"
"2533","Lagos",18663,52,15245,0,203,0,2020-09-14,"Monday","September"
"2534","FCT",5447,0,1684,20,75,0,2020-09-14,"Monday","September"
"2535","Oyo",3221,0,2102,26,39,0,2020-09-14,"Monday","September"
"2536","Plateau",3115,17,2041,31,31,0,2020-09-14,"Monday","September"
"2537","Edo",2610,0,2420,0,100,0,2020-09-14,"Monday","September"
"2538","Kaduna",2279,0,2161,0,33,0,2020-09-14,"Monday","September"
"2539","Rivers",2208,1,2118,2,59,0,2020-09-14,"Monday","September"
"2540","Delta",1791,0,1629,0,49,0,2020-09-14,"Monday","September"
"2541","Ogun",1748,9,1680,5,28,0,2020-09-14,"Monday","September"
"2542","Kano",1732,0,1626,0,54,0,2020-09-14,"Monday","September"
"2543","Ondo",1584,0,1490,0,35,0,2020-09-14,"Monday","September"
"2544","Enugu",1232,9,1088,0,21,0,2020-09-14,"Monday","September"
"2545","Ebonyi",1034,0,997,0,30,0,2020-09-14,"Monday","September"
"2546","Kwara",1002,10,794,0,25,0,2020-09-14,"Monday","September"
"2547","Katsina",843,3,457,0,24,0,2020-09-14,"Monday","September"
"2548","Abia",828,0,792,21,8,0,2020-09-14,"Monday","September"
"2549","Osun",805,1,763,1,17,0,2020-09-14,"Monday","September"
"2550","Gombe",773,27,677,34,24,1,2020-09-14,"Monday","September"
"2551","Borno",741,0,703,0,36,0,2020-09-14,"Monday","September"
"2552","Bauchi",680,1,656,8,14,0,2020-09-14,"Monday","September"
"2553","Imo",546,0,216,4,12,0,2020-09-14,"Monday","September"
"2554","Benue",467,0,401,0,9,0,2020-09-14,"Monday","September"
"2555","Nasarawa",446,0,298,0,12,0,2020-09-14,"Monday","September"
"2556","Bayelsa",393,0,370,3,21,0,2020-09-14,"Monday","September"
"2557","Jigawa",322,0,308,0,11,0,2020-09-14,"Monday","September"
"2558","Ekiti",302,2,267,12,5,0,2020-09-14,"Monday","September"
"2559","Akwa Ibom",286,0,251,0,8,0,2020-09-14,"Monday","September"
"2560","Niger",244,0,216,0,12,0,2020-09-14,"Monday","September"
"2561","Anambra",231,0,184,2,19,0,2020-09-14,"Monday","September"
"2562","Adamawa",230,0,196,16,15,0,2020-09-14,"Monday","September"
"2563","Sokoto",159,0,142,0,17,0,2020-09-14,"Monday","September"
"2564","Taraba",95,0,73,0,6,0,2020-09-14,"Monday","September"
"2565","Kebbi",93,0,84,0,8,0,2020-09-14,"Monday","September"
"2566","Cross River",83,0,73,0,8,0,2020-09-14,"Monday","September"
"2567","Zamfara",78,0,73,0,5,0,2020-09-14,"Monday","September"
"2568","Yobe",72,0,59,0,8,0,2020-09-14,"Monday","September"
"2569","Kogi",5,0,3,0,2,0,2020-09-14,"Monday","September"
"2570","Lagos",18611,30,15245,0,203,0,2020-09-13,"Sunday","September"
"2571","FCT",5447,3,1664,4,75,0,2020-09-13,"Sunday","September"
"2572","Oyo",3221,2,2076,0,39,0,2020-09-13,"Sunday","September"
"2573","Plateau",3098,1,2010,24,31,0,2020-09-13,"Sunday","September"
"2574","Edo",2610,0,2420,0,100,0,2020-09-13,"Sunday","September"
